sample_id, x1                 , x2                    , z_noise            , target
        0, 0.0988494629858727 , -1.8460340756382247   , 21.28812195468002  ,      0
        1, -1.0245163829271675, 1.829616005992558     , 6.072952490785978  ,      0
        2, -1.0941777308314693, -0.1585447132470872   , -18.93834248603576 ,      0
        3, -1.6128078927833007, -1.565843634025308    , -11.629461831740503,      0
        4, 1.659901452534653  , -2.133291893701349    , 1.8954720063341703 ,      0
        5, -0.9323562083894604, 2.8946446949543727    , -9.150930058855426 ,      0
        6, 0.1174110263882086 , 0.8341733850414288    , 4.382665957133677  ,      0
        7, 1.024342804215788  , -1.4212372638178723   , -3.629838266118439 ,      0
        8, -0.4686184831750437, -0.2961134923071107   , -9.568211231029526 ,      0
        9, -1.2312423950578677, -1.213089034332575    , -7.716714991556122 ,      0
       10, 0.8432811857605902 , -1.9033842494361244   , 6.815308840637529  ,      0
       11, -1.7897000442541404, 0.6531612687033763    , -16.183628351262445,      0
       12, -0.028640630800238 , 0.8656340620440917    , 8.362198601324506  ,      0
       13, -2.351722670920443 , 1.377036500020572     , 8.596294982463018  ,      0
       14, 2.174393030103613  , 0.3827716430227728    , -2.6512544303564494,      0
       15, 2.124621757759373  , -0.301855409986866    , -11.235541142724909,      0
       16, -2.065916576511624 , -0.4235070621447425   , 4.446913672792503  ,      0
       17, -0.0449738642311343, 2.2604573610541827    , -3.890874537409923 ,      0
       18, -0.659059177591486 , -0.76694546069096     , -12.12094144589656 ,      0
       19, 2.3840958896640974 , -1.1196869820344064   , 15.27312182356849  ,      0
       20, 1.0334559458053216 , -0.7035145789331831   , -7.075306367376941 ,      0
       21, 2.733007393265278  , -1.457062906376299    , -11.777207093840644,      0
       22, 1.4816605613107448 , 0.5253526009625227    , 2.280406558460568  ,      0
       23, 2.882893008575889  , 2.967310407896368     , -0.5427794902693177,      0
       24, 1.8653395523316103 , -1.9309916391266744   , 11.889506953947022 ,      0
       25, 0.0795381937969055 , 2.199821352085907     , -3.0441622006589397,      0
       26, 1.011658101001979  , 2.334331664162665     , -2.9596505336134897,      0
       27, 1.8965141549751363 , -0.7787173565059713   , 2.681825857569298  ,      0
       28, -1.4271404134561037, -0.7258985535969766   , 1.5961433697710548 ,      0
       29, 1.3276974507946826 , 0.145857368782309     , 1.840301719231984  ,      0
       30, -2.2588348761179566, 1.5836234003740044    , 2.1756119770752678 ,      0
       31, -2.2541672344872525, -0.2488265609365805   , 1.3169303591641772 ,      0
       32, 0.042564057668351  , 0.2666476834964477    , -3.331863724974557 ,      0
       33, -1.735000114677736 , 1.6128459971964393    , 6.661420774151204  ,      0
       34, 2.1715472667680134 , 1.3384530348411916    , -2.879179222316419 ,      0
       35, 2.730888597776074  , -1.0837464834126074   , 6.434802380819663  ,      0
       36, -1.6159844836227195, -2.1298760640749856   , 11.102096706228426 ,      0
       37, 1.468358547527303  , -1.608410012083109    , -5.420326938695516 ,      0
       38, 2.659997836078178  , 0.7909276208981697    , 19.235867349352876 ,      0
       39, 1.9227461646348392 , -0.1091587282057018   , -5.700903241404675 ,      0
       40, 1.5416522512957362 , -0.0599187773576952   , -5.643105429214294 ,      0
       41, 0.4632009429771364 , 1.7546995316048395    , 4.3199266519505    ,      0
       42, -1.1901554445163505, 2.3648023221142958    , 3.53249923515793   ,      0
       43, 1.4396435593328718 , 1.605970740277784     , 0.57452180408011   ,      0
       44, -1.1901034631362537, -2.0042993915998446   , 6.546008703817494  ,      0
